rid,label,conference_name
611,r16,in proceedings of the 11th annual symposium on logic in computer science
612,r16,in lics 96 logic in computer science
613,r16,in proc 11th annual ieee symposium on logic in computer science lics
614,r16,in proceedings 11 th annual ieee symposium on logic in computer science
615,r16,in proceedings of the 11th annual symposium on logic in computer science
616,r16,in proceedings of the 11th annual symposium on logic in computer science
617,r16,in proceedings of the 11th annual symposium on logic in computer science
618,r16,in proceedings of the 11th annual symposium on logic in computer science
619,r16,in 11th annual ieee symp logic in computer science lics 96
620,r16,in proc 11th ieee symposium on logic in computer science
621,r16,in proceedings of the 11th ieee symposium on logic in computer science lics
622,r16,in proceedings of the 11th annual ieee symposium on logic in computer science
623,r16,in proc 11th lics
624,r16,in proc 11th ieee symp logic in comp sci
625,r16,in proceedings of the 11th annual symposium on logic in computer science
626,r16,in proc lics
627,r16,in ieee symp on logic in computer science
628,r16,in proceedings of the 11th annual symposium on logic in computer science
629,r16,proceedings of the 11th annual symposium on logic in computer science
630,r16,in proceedings of the 11th annual symposium on logic in computer science
631,r16,in proc ieee symp logic in computer science
632,r17,in ieee iccv
633,r17,in proc 5th int l conf on computer vision
634,r17,in iccv
635,r17,and without brady in iccv
636,r17,in proc 5th int l conf on computer vision
637,r17,proceedings of the ieee on pattern matching and machine intelligence
638,r17,proceedings of ieee fifth international conference on computer vision mit cambridge
639,r17,in ieee iccv
640,r17,in proceedings of the international conference on computer vision
641,r17,in proceedings of the international conference on computer vision
642,r18,cvpr
643,r18,cvpr
644,r18,in proceedings of ieee computer vision and pattern recognition cvpr
645,r18,in cvpr
646,r18,in proc ieee conf on comp vision and patt recog
647,r18,in proc ieee conf on comp vision and patt recog
648,r18,cvpr
649,r18,cvpr
650,r18,in proceedings of the conference on computer vision and pattern recognition
651,r18,in proceedings of the conference on computer vision and pattern recognition
652,r18,in proc ieee conf on comp vision and patt recog
653,r18,cvpr
654,r18,cvpr
655,r18,in cvpr
656,r18,in proceedings of the conference on computer vision and pattern recognition
657,r18,in proceedings of the conference on computer vision and pattern recognition
658,r18,in proceedings of the conference on computer vision and pattern recognition
659,r18,in proceedings of the conference on computer vision and pattern recognition
660,r18,cvpr
661,r18,in proc ieee conf on computer vision and pattern recognition cvpr
662,r18,in proceedings of the conference on computer vision and pattern recognition
663,r18,in proceedings of cvpr
664,r18,cvpr
665,r18,proceedings of the conference on computer vision and pattern recognition
666,r18,cvpr
667,r18,in proceedings of the conference on computer vision and pattern recognition
668,r19,in proceedings of the 20th 20th annual international acm sigir conference on research and development in information retrieval
669,r19,in sigir
670,r19,in proceedings of the 20th international acm sigir conference on research and development in information retrieval
671,r19,in proceedings of the 20th international acm sigir conference on research and development in information retrieval
672,r19,in sigir
673,r19,proceedings of the 20th annual international acm sigir conference on research and development in information retrieval
674,r19,in proceedings of the association for computing machinery special interest group on information retrieval acm sigir 20th international conference on research and development in information retrieval
675,r19,in proceedings of the 20th international acm sigir conference on research and development in information retrieval
676,r19,in proceedings of the 20th international acm sigir conference on research and development in information retrieval
677,r19,in proceedings of the 20th international acm sigir conference on research and development in information retrieval
678,r19,proceedings of the twentieth annual international acm sigir conference on research and development in information retrieval
679,r19,in working notes of aaai spring symposium on cross language text and speech retrieval
